TAXON_ID_CH;CENTRE;GROUP;TAXON_ID;TAXON_NAME;PRIO;YEAR_min;YEAR_max;ALT_min;ALT_max;PREC_min;REGION;GUILD;GRP_WEIGHT;CIBLE
infoflora:65300;infoflora;TRAC;65300;Bromus arvensis L.;4;2000;NA;NA;NA;250;CH;10;0.2;1
infoflora:65500;infoflora;TRAC;65500;Bromus commutatus Schrad.;;2000;NA;NA;NA;250;CH;10;0.2;1
infoflora:65900;infoflora;TRAC;65900;Bromus grossus DC.;2;2000;NA;NA;NA;250;CH;10;0.2;1
infoflora:67000;infoflora;TRAC;67000;Bromus secalinus L.;4;2000;NA;NA;NA;250;CH;10;0.2;1
infoflora:67100;infoflora;TRAC;67100;Bromus squarrosus L.;;2000;NA;NA;NA;250;CH;10;0.2;1
nism:2692;nism;BRYO;2692;Bryum gemmiferum R.Wilczek & Demaret;4;1984;NA;NA;NA;250;CH;10;0.2;1
nism:2503;nism;BRYO;2503;Bryum ruderale Crundw. & Nyholm;4;1984;NA;NA;NA;250;CH;10;0.2;1
nism:993;nism;BRYO;993;Bryum subapiculatum Hampe;;1984;NA;NA;NA;250;CH;10;0.2;1
nism:1001;nism;BRYO;1001;Bryum violaceum Crundw. & Nyholm;;1984;NA;NA;NA;250;CH;10;0.2;1
infoflora:67800;infoflora;TRAC;67800;Bufonia paniculata Dubois;3;2000;NA;NA;NA;250;CH;10;0.2;1
infoflora:68400;infoflora;TRAC;68400;Bunium bulbocastanum L.;;2000;NA;NA;NA;250;CH;10;0.2;1
infoflora:70200;infoflora;TRAC;70200;Bupleurum rotundifolium L.;3;2000;NA;NA;NA;250;CH;10;0.2;1
infofauna:8007;infofauna;MOLL;8007;Bythiospeum haeussleri;4;2000;NA;NA;NA;250;CH;10;1;1
infoflora:72400;infoflora;TRAC;72400;Calendula arvensis L.;4;2000;NA;NA;NA;250;CH;10;0.2;1
infofauna:18000;infofauna;COLEca;18000;Calosoma maderae;4;2000;NA;NA;NA;250;CH;10;0.2;1
infoflora:74200;infoflora;TRAC;74200;Camelina microcarpa DC.;4;2000;NA;NA;NA;250;CH;10;0.2;1
infofauna:31000;infofauna;LEPI;31000;Carcharodus alceae;;2000;NA;NA;NA;250;CH;10;0.2;1
infofauna:31001;infofauna;LEPI;31001;Carcharodus baeticus (Rambur, 1839);2;2000;NA;NA;NA;250;CH;10;0.2;1
infoflora:81200;infoflora;TRAC;81200;Carduus acanthoides L.;2;2000;NA;NA;NA;250;CH;10;0.2;1
infoflora:82200;infoflora;TRAC;82200;Carduus nutans L. subsp. nutans;;2000;NA;NA;NA;250;CH;10;0.2;1
infoflora:82300;infoflora;TRAC;82300;Carduus nutans subsp. platylepis (Rchb. & Saut.) Nyman;;2000;NA;NA;NA;250;CH;10;0.2;1
infoflora:97700;infoflora;TRAC;97700;Caucalis platycarpos L.;4;2000;NA;NA;NA;250;CH;10;0.2;1
infoflora:98500;infoflora;TRAC;98500;Centaurea cyanus L.;;2000;NA;NA;NA;250;CH;10;0.2;1
infoflora:100600;infoflora;TRAC;100600;Centaurea splendens L.;4;2000;NA;NA;NA;250;CH;10;0.2;1
infofauna:59825;infofauna;APID;59825;Ceratina chalybea;;2000;NA;NA;NA;250;CH;10;0.2;1
infoflora:108600;infoflora;TRAC;108600;Chenopodium botrys L.;4;2000;NA;NA;NA;250;CH;10;0.2;1
infoflora:109100;infoflora;TRAC;109100;Chenopodium glaucum L.;;2000;NA;NA;NA;250;CH;10;0.2;1
infoflora:109400;infoflora;TRAC;109400;Chenopodium murale L.;3;2000;NA;NA;NA;250;CH;10;0.2;1
infoflora:110000;infoflora;TRAC;110000;Chenopodium urbicum L.;3;2000;NA;NA;NA;250;CH;10;0.2;1
infoflora:110100;infoflora;TRAC;110100;Chenopodium vulvaria L.;3;2000;NA;NA;NA;250;CH;10;0.2;1
infofauna:18518;infofauna;COLEca;18518;Chlaenius nitidulus;;2000;NA;NA;NA;250;CH;10;0.2;1
infofauna:18520;infofauna;COLEca;18520;Chlaenius vestitus;;2000;NA;NA;NA;250;CH;10;0.2;1
swissfungi:7563;swissfungi;FUNG;7563;Coleroa robertiani;;1985;NA;NA;NA;250;CH;10;0.2;1
infoflora:118400;infoflora;TRAC;118400;Conium maculatum L.;;2000;NA;NA;NA;250;CH;10;0.2;1
infofauna:17646;infofauna;ORTH;17646;Conocephalus fuscus;4;2000;NA;NA;NA;250;CH;10;0.2;1
swissfungi:1192;swissfungi;FUNG;1192;Conocybe antipus (Lasch) Kuehner;4;1985;NA;NA;NA;250;CH;10;0.2;NPA
infoflora:118700;infoflora;TRAC;118700;Consolida regalis Gray;4;2000;NA;NA;NA;250;CH;10;0.2;1
vogelwarte:1610;vogelwarte;AVES;1610;Coturnix coturnix;;2000;NA;NA;NA;250;CH;10;0.2;1
infoflora:123600;infoflora;TRAC;123600;Crepis foetida L.;;2000;NA;NA;NA;250;CH;10;0.2;1
infoflora:125400;infoflora;TRAC;125400;Crepis tectorum L.;4;2000;NA;NA;NA;250;CH;10;0.2;1
infofauna:31092;infofauna;LEPI;31092;Cupido argiades;;2000;NA;NA;NA;250;CH;10;0.2;1
infofauna:18006;infofauna;COLEca;18006;Cylindera germanica;3;2000;NA;NA;NA;250;CH;10;0.2;1
infoflora:129500;infoflora;TRAC;129500;Cynosurus echinatus L.;3;2000;NA;NA;NA;250;CH;10;0.2;1
infofauna:27514;infofauna;LEPI;27514;Dahlica leoi (Dierl, 197);3;2000;NA;NA;NA;250;CH;10;0.2;1
infoflora:135200;infoflora;TRAC;135200;Descurainia sophia (L.) Prantl;;2000;NA;NA;NA;250;CH;10;0.2;1
nism:2542;nism;BRYO;2542;Dicranella howei Renauld & Cardot;4;1984;NA;NA;NA;250;CH;10;0.2;1
nism:2490;nism;BRYO;2490;Dicranella staphylina H.Whitehouse;;1984;NA;NA;NA;250;CH;10;0.2;1
nism:619;nism;BRYO;619;Didymodon acutus (Brid.) K.Saito;;1984;NA;NA;NA;250;CH;10;0.2;1
nism:1251;nism;BRYO;1251;Ditrichum lineare (Sw.) Lindb.;4;1984;NA;NA;NA;250;CH;10;0.2;1
nism:1254;nism;BRYO;1254;Ditrichum pusillum (Hedw.) Hampe;3;1984;NA;NA;NA;250;CH;10;0.2;1
infofauna:18427;infofauna;COLEca;18427;Dolichus halensis;;2000;NA;NA;NA;250;CH;10;0.2;1
swissfungi:22265;swissfungi;FUNG;22265;Echinoderma echinaceum (J.E.Lange) Bon;4;1985;NA;NA;NA;250;CH;10;0.2;NPA
infoflora:146450;infoflora;TRAC;146450;Elymus athericus (Link) Kerguélen;;2000;NA;NA;NA;250;CH;10;0.2;1
vogelwarte:5570;vogelwarte;AVES;5570;Emberiza calandra Linnaeus, 1758;1;2000;NA;NA;NA;250;CH;10;1;1
nism:1316;nism;BRYO;1316;Ephemerum cohaerens (Hedw.) Hampe;2;2000;NA;NA;NA;250;CH;10;1;1
nism:1317;nism;BRYO;1317;Ephemerum minutissimum Lindb.;;1984;NA;NA;NA;250;CH;10;0.2;1
nism:1319;nism;BRYO;1319;Ephemerum recurvifolium (Dicks.) Boulay;2;2000;NA;NA;NA;250;CH;10;1;1
nism:1321;nism;BRYO;1321;Ephemerum serratum (Hedw.) Hampe;4;1984;NA;NA;NA;250;CH;10;0.2;1
infoflora:157000;infoflora;TRAC;157000;Erucastrum gallicum (Willd.) O. E. Schulz;;2000;NA;NA;NA;250;CH;10;0.2;1
swissfungi:11153;swissfungi;FUNG;11153;Erysiphe artemisiae;;1985;NA;NA;NA;250;CH;10;0.2;1
swissfungi:8179;swissfungi;FUNG;8179;Erysiphe convolvuli;;1985;NA;NA;NA;250;CH;10;0.2;1
infofauna:17760;infofauna;ORTH;17760;Euchorthippus declivus;4;2000;NA;NA;NA;250;CH;10;0.2;1
swissfungi:10304;swissfungi;FUNG;10304;Eudarluca caricis;;1985;NA;NA;NA;250;CH;10;0.2;1
infoflora:160000;infoflora;TRAC;160000;Euphorbia exigua L.;;2000;NA;NA;NA;250;CH;10;0.2;1
infoflora:160100;infoflora;TRAC;160100;Euphorbia falcata L.;3;2000;NA;NA;NA;250;CH;10;0.2;1
infoflora:161000;infoflora;TRAC;161000;Euphorbia platyphyllos L.;;2000;NA;NA;NA;250;CH;10;0.2;1
nism:149;nism;BRYO;149;Fossombronia pusilla (L.) Nees;4;1984;NA;NA;NA;250;CH;10;0.2;1
nism:150;nism;BRYO;150;Fossombronia wondraczekii (Corda) Lindb.;4;1984;NA;NA;NA;250;CH;10;0.2;1
infoflora:175400;infoflora;TRAC;175400;Fumaria vaillantii Loisel.;4;2000;NA;NA;NA;250;CH;10;0.2;1
nism:1416;nism;BRYO;1416;Funaria fascicularis (Hedw.) Lindb.;3;1984;NA;NA;NA;250;CH;10;0.2;1
nism:1427;nism;BRYO;1427;Funaria pulchella H.Philib.;2;1984;NA;NA;NA;250;CH;10;0.2;1
infoflora:176100;infoflora;TRAC;176100;Gagea villosa (M. Bieb.) Sweet;3;2000;NA;NA;NA;250;CH;10;0.2;1
infoflora:176600;infoflora;TRAC;176600;Galeopsis ladanum L.;;2000;NA;NA;NA;250;CH;10;0.2;1
infoflora:176900;infoflora;TRAC;176900;Galeopsis segetum Neck.;3;2000;NA;NA;NA;250;CH;10;0.2;1
infofauna:18281;infofauna;COLEca;18281;Harpalus dimidiatus;;2000;NA;NA;NA;250;CH;10;0.2;1
infofauna:18298;infofauna;COLEca;18298;Harpalus fuscipalpis Sturm, 1818;3;2000;NA;NA;NA;250;CH;10;0.2;1
infofauna:18290;infofauna;COLEca;18290;Harpalus luteicornis;;2000;NA;NA;NA;250;CH;10;0.2;1
infofauna:18292;infofauna;COLEca;18292;Harpalus marginellus;4;2000;NA;NA;NA;250;CH;10;0.2;1
infofauna:18279;infofauna;COLEca;18279;Harpalus smaragdinus;4;2000;NA;NA;NA;250;CH;10;0.2;1
infofauna:18285;infofauna;COLEca;18285;Harpalus tenebrosus;;2000;NA;NA;NA;250;CH;10;0.2;1
infofauna:18276;infofauna;COLEca;18276;Harpalus zabroides;1;2000;NA;NA;NA;250;CH;10;0.2;1
infofauna:31008;infofauna;LEPI;31008;Heteropterus morpheus;2;2000;NA;NA;NA;250;CH;10;0.2;1
infoflora:207200;infoflora;TRAC;207200;Holosteum umbellatum L.;;2000;NA;NA;NA;250;CH;10;0.2;1
infofauna:59589;infofauna;APID;59589;Hoplitis anthocopoides;4;2000;NA;NA;NA;250;CH;10;0.2;1
nism:2747;nism;BRYO;2747;Hydrogonium consanguineum (Thwaites & Mitt.) Hilp.;;2000;NA;NA;NA;250;CH;10;1;1
swissfungi:3219;swissfungi;FUNG;3219;Hygrocybe spadicea (Scop.: Fr.) P. Karst.;3;1985;NA;NA;NA;250;CH;10;0.2;NPA
infofauna:59019;infofauna;APID;59019;Hylaeus angustatus;;2000;NA;NA;NA;250;CH;10;0.2;1
infofauna:59024;infofauna;APID;59024;Hylaeus clypearis;;2000;NA;NA;NA;250;CH;10;0.2;1
infofauna:59027;infofauna;APID;59027;Hylaeus cornutus;4;2000;NA;NA;NA;250;CH;10;0.2;1
infofauna:59030;infofauna;APID;59030;Hylaeus duckei;1;2000;NA;NA;NA;250;CH;10;0.2;1
infofauna:59039;infofauna;APID;59039;Hylaeus leptocephalus;;2000;NA;NA;NA;250;CH;10;0.2;1
infofauna:59038;infofauna;APID;59038;Hylaeus paulus;;2000;NA;NA;NA;250;CH;10;0.2;1
infofauna:59049;infofauna;APID;59049;Hylaeus punctatus;;2000;NA;NA;NA;250;CH;10;0.2;1
infofauna:59056;infofauna;APID;59056;Hylaeus tyrolensis;4;2000;NA;NA;NA;250;CH;10;0.2;1
infoflora:209700;infoflora;TRAC;209700;Hyoscyamus niger L.;4;2000;NA;NA;NA;250;CH;10;0.2;1
infofauna:31174;infofauna;LEPI;31174;Issoria lathonia;;2000;NA;NA;NA;250;CH;10;0.2;1
infoflora:221200;infoflora;TRAC;221200;Kickxia elatine (L.) Dumort.;;2000;NA;NA;NA;250;CH;10;0.2;1
infoflora:221300;infoflora;TRAC;221300;Kickxia spuria (L.) Dumort.;;2000;NA;NA;NA;250;CH;10;0.2;1
infoflora:225000;infoflora;TRAC;225000;Lactuca virosa L.;;2000;NA;NA;NA;250;CH;10;0.2;1
infofauna:18431;infofauna;COLEca;18431;Laemostenus terricola (Herbst, 1784);3;2000;NA;NA;NA;250;CH;10;0.2;1
infoflora:225600;infoflora;TRAC;225600;Lamium amplexicaule L.;;2000;NA;NA;NA;250;CH;10;0.2;1
swissfungi:4098;swissfungi;FUNG;4098;Lamprospora miniata;;1985;NA;NA;NA;250;CH;10;0.2;1
swissfungi:4107;swissfungi;FUNG;4107;Lamprospora seaveri;;1985;NA;NA;NA;250;CH;10;0.2;1
swissfungi:4108;swissfungi;FUNG;4108;Lamprospora tortulae-ruralis;;1985;NA;NA;NA;250;CH;10;0.2;1
infoflora:226600;infoflora;TRAC;226600;Lappula deflexa (Wahlenb.) Garcke;4;2000;NA;NA;NA;250;CH;10;0.2;1
infoflora:226800;infoflora;TRAC;226800;Lappula squarrosa (Retz.) Dumort.;;2000;NA;NA;NA;250;CH;10;0.2;1
infofauna:59361;infofauna;APID;59361;Lasioglossum lineare;4;2000;NA;NA;NA;250;CH;10;0.2;1
infoflora:228900;infoflora;TRAC;228900;Lathyrus aphaca L.;3;2000;NA;NA;NA;250;CH;10;0.2;1
infoflora:229100;infoflora;TRAC;229100;Lathyrus cicera L.;2;2000;NA;NA;NA;250;CH;10;0.2;1
infoflora:229400;infoflora;TRAC;229400;Lathyrus hirsutus L.;3;2000;NA;NA;NA;250;CH;10;0.2;1
infoflora:230100;infoflora;TRAC;230100;Lathyrus nissolia L.;2;2000;NA;NA;NA;250;CH;10;0.2;1
infoflora:230900;infoflora;TRAC;230900;Lathyrus tuberosus L.;4;2000;NA;NA;NA;250;CH;10;0.2;1
infoflora:231900;infoflora;TRAC;231900;Legousia hybrida (L.) Delarbre;2;2000;NA;NA;NA;250;CH;10;0.2;1
infoflora:232000;infoflora;TRAC;232000;Legousia speculum-veneris (L.) Chaix;4;2000;NA;NA;NA;250;CH;10;0.2;1
infofauna:18046;infofauna;COLEca;18046;Leistus spinibarbis (Fabricius, 1775);4;2000;NA;NA;NA;250;CH;10;0.2;1
infoflora:234200;infoflora;TRAC;234200;Leontodon saxatilis Lam.;;2000;NA;NA;NA;250;CH;10;0.2;1
infoflora:234700;infoflora;TRAC;234700;Leonurus cardiaca L.;3;2000;NA;NA;NA;250;CH;10;0.2;1
infoflora:235200;infoflora;TRAC;235200;Lepidium graminifolium L.;;2000;NA;NA;NA;250;CH;10;0.2;1
infoflora:235600;infoflora;TRAC;235600;Lepidium ruderale L.;;2000;NA;NA;NA;250;CH;10;0.2;1
infofauna:59559;infofauna;APID;59559;Lithurgus chrysurus;3;2000;NA;NA;NA;250;CH;10;0.2;1
infoflora:243000;infoflora;TRAC;243000;Lolium rigidum Gaudin;4;2000;NA;NA;NA;250;CH;10;0.2;1
infoflora:243100;infoflora;TRAC;243100;Lolium temulentum L.;2;2000;NA;NA;NA;250;CH;10;0.2;1
infofauna:31101;infofauna;LEPI;31101;Lycaena dispar;3;2000;NA;NA;NA;250;CH;10;1;1
infoflora:253800;infoflora;TRAC;253800;Marrubium vulgare L.;3;2000;NA;NA;NA;250;CH;10;0.2;1
infoflora:256200;infoflora;TRAC;256200;Melampyrum arvense L.;4;2000;NA;NA;NA;250;CH;10;0.2;1
infofauna:31186;infofauna;LEPI;31186;Melitaea deione (Geyer, 1832);1;2000;NA;NA;NA;250;CH;10;1;1
infofauna:59509;infofauna;APID;59509;Melitta tricincta;4;2000;NA;NA;NA;250;CH;10;0.2;1
infoflora:258300;infoflora;TRAC;258300;Mentha pulegium L.;3;2000;NA;NA;NA;250;CH;10;0.2;1
nism:1805;nism;BRYO;1805;Microbryum curvicollum (Hedw.) R.H.Zander;3;2000;NA;NA;NA;250;CH;10;1;1
nism:2006;nism;BRYO;2006;Microbryum davallianum (Sm.) R.H.Zander;3;1984;NA;NA;NA;250;CH;10;0.2;1
swissfungi:11210;swissfungi;FUNG;11210;Microsphaera trifolii;;1985;NA;NA;NA;250;CH;10;0.2;1
infoflora:262300;infoflora;TRAC;262300;Misopates orontium (L.) Raf.;4;2000;NA;NA;NA;250;CH;10;0.2;1
infoflora:270200;infoflora;TRAC;270200;Nepeta cataria L.;3;2000;NA;NA;NA;250;CH;10;0.2;1
infoflora:270400;infoflora;TRAC;270400;Nepeta nuda L.;3;2000;NA;NA;NA;250;CH;10;0.2;1
infoflora:270700;infoflora;TRAC;270700;Neslia paniculata (L.) Desv. subsp. paniculata;;2000;NA;NA;NA;250;CH;10;0.2;1
infoflora:271300;infoflora;TRAC;271300;Nigella arvensis L.;2;2000;NA;NA;NA;250;CH;10;0.2;1
infofauna:18075;infofauna;COLEca;18075;Notiophilus substriatus G.R. Waterhouse, 1833;2;2000;NA;NA;NA;250;CH;10;0.2;1
swissfungi:5008;swissfungi;FUNG;5008;Octospora crosslandii;;1985;NA;NA;NA;250;CH;10;0.2;1
swissfungi:5012;swissfungi;FUNG;5012;Octospora leucoloma;;1985;NA;NA;NA;250;CH;10;0.2;1
infoflora:273500;infoflora;TRAC;273500;Odontites vulgaris Moench;4;2000;NA;NA;NA;250;CH;10;0.2;1
infoflora:276900;infoflora;TRAC;276900;Onopordum acanthium L.;4;2000;NA;NA;NA;250;CH;10;0.2;1
infofauna:18256;infofauna;COLEca;18256;Ophonus ardosiacus;;2000;NA;NA;NA;250;CH;10;0.2;1
infofauna:18262;infofauna;COLEca;18262;Ophonus azureus;;2000;NA;NA;NA;250;CH;10;0.2;1
infofauna:18253;infofauna;COLEca;18253;Ophonus sabulicola;2;2000;NA;NA;NA;250;CH;10;0.2;1
infofauna:18254;infofauna;COLEca;18254;Ophonus stictus;3;2000;NA;NA;NA;250;CH;10;0.2;1
infofauna:59593;infofauna;APID;59593;Osmia brevicornis;4;2000;NA;NA;NA;250;CH;10;0.2;1
infofauna:59228;infofauna;APID;59228;Panurgus calcaratus;4;2000;NA;NA;NA;250;CH;10;0.2;1
infofauna:59229;infofauna;APID;59229;Panurgus dentipes;4;2000;NA;NA;NA;250;CH;10;0.2;1
infoflora:290800;infoflora;TRAC;290800;Papaver argemone L.;4;2000;NA;NA;NA;250;CH;10;0.2;1
infoflora:291100;infoflora;TRAC;291100;Papaver dubium L. subsp. dubium;;2000;NA;NA;NA;250;CH;10;0.2;1
infoflora:291200;infoflora;TRAC;291200;Papaver dubium subsp. lecoqii (Lamotte) Syme;;2000;NA;NA;NA;250;CH;10;0.2;1
infoflora:291300;infoflora;TRAC;291300;Papaver hybridum L.;2;2000;NA;NA;NA;250;CH;10;0.2;1
vogelwarte:1600;vogelwarte;AVES;1600;Perdix perdix (Linnaeus, 1758);1;2000;NA;NA;NA;250;CH;10;1;1
swissfungi:15348;swissfungi;FUNG;15348;Peronospora iberidis;;1985;NA;NA;NA;250;CH;10;0.2;1
nism:10;nism;BRYO;10;Phaeoceros laevis subsp. carolinianus (Michx.) Prosk.;3;2000;NA;NA;NA;250;CH;10;1;1
swissfungi:10888;swissfungi;FUNG;10888;Phaeosphaeria nodorum;;1985;NA;NA;NA;250;CH;10;0.2;1
nism:1819;nism;BRYO;1819;Philonotis marchica (Hedw.) Brid.;2;1984;NA;NA;NA;250;CH;10;0.2;1
swissfungi:22290;swissfungi;FUNG;22290;Phyllachora cynodontis;;1985;NA;NA;NA;250;CH;10;0.2;1
nism:1825;nism;BRYO;1825;Physcomitrium eurystomum Sendtn.;4;2000;NA;NA;NA;250;CH;10;1;1
nism:1827;nism;BRYO;1827;Physcomitrium patens (Hedw.) Mitt.;4;1984;NA;NA;NA;250;CH;10;0.2;1
nism:1830;nism;BRYO;1830;Physcomitrium pyriforme (Hedw.) Bruch & Schimp.;;1984;NA;NA;NA;250;CH;10;0.2;1
infofauna:23003;infofauna;COLE;23003;Phytoecia pustulata;4;2000;NA;NA;NA;250;CH;10;0.2;1
infofauna:26430;infofauna;TRIC;26430;Plectrocnemia brevis;;2000;NA;NA;NA;250;CH;10;1;1
infofauna:18338;infofauna;COLEca;18338;Poecilus cupreus;;2000;NA;NA;NA;250;CH;10;0.2;1
infoflora:312200;infoflora;TRAC;312200;Polycnemum majus A. Braun;3;2000;NA;NA;NA;250;CH;10;0.2;1
infofauna:8004;infofauna;MOLL;8004;Pomatias elegans (O.F. Müller, 1774);4;2000;NA;NA;NA;250;CH;10;0.2;NPA
infofauna:31066;infofauna;LEPI;31066;Pontia edusa;;2000;NA;NA;NA;250;CH;10;0.2;1
nism:1991;nism;BRYO;1991;Protobryum bryoides (Dicks.) J.Guerra & M.J.Cano;2;1984;NA;NA;NA;250;CH;10;0.2;1
nism:659;nism;BRYO;659;Pseudocrossidium hornschuchianum (Schultz) R.H.Zander;;1984;NA;NA;NA;250;CH;10;0.2;1
infofauna:18359;infofauna;COLEca;18359;Pterostichus macer;2;2000;NA;NA;NA;250;CH;10;1;1
infofauna:18361;infofauna;COLEca;18361;Pterostichus quadrifoveolatus Letzner, 1852;2;2000;NA;NA;NA;250;CH;10;0.2;1
swissfungi:7950;swissfungi;FUNG;7950;Puccinia coronata;;1985;NA;NA;NA;250;CH;10;0.2;1
swissfungi:15672;swissfungi;FUNG;15672;Puccinia graminis;;1985;NA;NA;NA;250;CH;10;0.2;1
swissfungi:7953;swissfungi;FUNG;7953;Puccinia malvacearum;;1985;NA;NA;NA;250;CH;10;0.2;1
infofauna:31253;infofauna;LEPI;31253;Pyronia tithonus;;2000;NA;NA;NA;250;CH;10;0.2;1
infofauna:29377;infofauna;LEPI;29377;Pyropteron chrysidiformis;3;2000;NA;NA;NA;250;CH;10;0.2;1
swissfungi:14601;swissfungi;FUNG;14601;Ramularia simplex;;1985;NA;NA;NA;250;CH;10;0.2;1
infoflora:337100;infoflora;TRAC;337100;Ranunculus arvensis L.;4;2000;NA;NA;NA;250;CH;10;0.2;1
infoflora:343000;infoflora;TRAC;343000;Reseda luteola L.;4;2000;NA;NA;NA;250;CH;10;0.2;1
nism:407;nism;BRYO;407;Riccia bifurca Hoffm.;2;1984;NA;NA;NA;250;CH;10;0.2;1
nism:410;nism;BRYO;410;Riccia cavernosa Hoffm.;2;2000;NA;NA;NA;250;CH;10;1;1
nism:412;nism;BRYO;412;Riccia ciliata Hoffm.;4;1984;NA;NA;NA;250;CH;10;0.2;1
nism:418;nism;BRYO;418;Riccia glauca L.;;1984;NA;NA;NA;250;CH;10;0.2;1
nism:420;nism;BRYO;420;Riccia huebeneriana Lindenb.;3;1984;NA;NA;NA;250;CH;10;0.2;1
nism:425;nism;BRYO;425;Riccia sorocarpa Bisch.;;1984;NA;NA;NA;250;CH;10;0.2;1
nism:427;nism;BRYO;427;Riccia warnstorfii Warnst.;4;1984;NA;NA;NA;250;CH;10;0.2;1
infoflora:351400;infoflora;TRAC;351400;Rubia tinctorum L.;4;2000;NA;NA;NA;250;CH;10;0.2;1
vogelwarte:4100;vogelwarte;AVES;4100;Saxicola rubicola (Linnaeus, 1766);2;2000;NA;NA;NA;250;CH;10;0.2;1
infoflora:377900;infoflora;TRAC;377900;Scandix pecten-veneris L.;3;2000;NA;NA;NA;250;CH;10;0.2;1
infoflora:379560;infoflora;TRAC;379560;Scirpoides holoschoenus (L.) Soják;2;2000;NA;NA;NA;250;CH;10;0.2;1
infoflora:380500;infoflora;TRAC;380500;Sclerochloa dura (L.) P. Beauv.;4;2000;NA;NA;NA;250;CH;10;0.2;1
infoflora:381300;infoflora;TRAC;381300;Scorzonera laciniata L. subsp. laciniata;;2000;NA;NA;NA;250;CH;10;0.2;1
infoflora:398300;infoflora;TRAC;398300;Sisymbrium austriacum Jacq.;;2000;NA;NA;NA;250;CH;10;0.2;1
infoflora:404300;infoflora;TRAC;404300;Spergula arvensis L.;4;2000;NA;NA;NA;250;CH;10;0.2;1
infoflora:404700;infoflora;TRAC;404700;Spergularia rubra (L.) J. Presl & C. Presl;;2000;NA;NA;NA;250;CH;10;0.2;1
nism:477;nism;BRYO;477;Sphaerocarpos texanus Austin;3;2000;NA;NA;NA;250;CH;10;1;1
infoflora:405500;infoflora;TRAC;405500;Stachys annua (L.) L.;4;2000;NA;NA;NA;250;CH;10;0.2;1
infoflora:405600;infoflora;TRAC;405600;Stachys arvensis (L.) L.;2;2000;NA;NA;NA;250;CH;10;0.2;1
infoflora:405800;infoflora;TRAC;405800;Stachys germanica L.;4;2000;NA;NA;NA;250;CH;10;0.2;1
vogelwarte:4610;vogelwarte;AVES;4610;Sylvia communis Latham, 1787;1;2000;NA;NA;NA;250;CH;10;0.2;1
infofauna:17683;infofauna;ORTH;17683;Tettigonia caudata (Charpentier, 1845);4;2000;NA;NA;NA;250;CH;10;0.2;1
infoflora:422000;infoflora;TRAC;422000;Torilis arvensis (Huds.) Link;;2000;NA;NA;NA;250;CH;10;0.2;1
nism:2000;nism;BRYO;2000;Tortula lanceola R.H.Zander;4;1984;NA;NA;NA;250;CH;10;0.2;1
nism:1998;nism;BRYO;1998;Tortula modica R.H.Zander;;1984;NA;NA;NA;250;CH;10;0.2;1
nism:2012;nism;BRYO;2012;Tortula truncata (Hedw.) Mitt.;;1984;NA;NA;NA;250;CH;10;0.2;1
infoflora:425400;infoflora;TRAC;425400;Trifolium fragiferum L.;;2000;NA;NA;NA;250;CH;10;0.2;1
infoflora:431800;infoflora;TRAC;431800;Turgenia latifolia (L.) Hoffm.;2;2000;NA;NA;NA;250;CH;10;0.2;1
infofauna:32964;infofauna;LEPI;32964;Tyria jacobaeae;2;2000;NA;NA;NA;250;CH;10;0.2;1
swissfungi:15818;swissfungi;FUNG;15818;Uromyces striatus;;1985;NA;NA;NA;250;CH;10;0.2;1
infoflora:433500;infoflora;TRAC;433500;Urtica urens L.;4;2000;NA;NA;NA;250;CH;10;0.2;1
infoflora:434300;infoflora;TRAC;434300;Vaccaria hispanica (Mill.) Rauschert;2;2000;NA;NA;NA;250;CH;10;0.2;1
infoflora:438400;infoflora;TRAC;438400;Verbascum blattaria L.;;2000;NA;NA;NA;250;CH;10;0.2;1
infoflora:439200;infoflora;TRAC;439200;Verbascum phlomoides L.;;2000;NA;NA;NA;250;CH;10;0.2;1
infoflora:439500;infoflora;TRAC;439500;Verbascum pulverulentum Vill.;3;2000;NA;NA;NA;250;CH;10;0.2;1
infoflora:439850;infoflora;TRAC;439850;Verbascum thapsus subsp. montanum (Schrad.) Bonnier & Layens;;2000;NA;NA;NA;250;CH;10;0.2;1
infoflora:444000;infoflora;TRAC;444000;Veronica triphyllos L.;4;2000;NA;NA;NA;250;CH;10;0.2;1
swissfungi:7281;swissfungi;FUNG;7281;Volvariella gloiocephala;;1985;NA;NA;NA;250;CH;10;0.2;1
nism:2466;nism;BRYO;2466;Weissia longifolia Mitt.;;1984;NA;NA;NA;250;CH;10;0.2;1
infoflora:455200;infoflora;TRAC;455200;Xanthium strumarium L.;3;2000;NA;NA;NA;250;CH;10;0.2;1
infofauna:59822;infofauna;APID;59822;Xylocopa iris;3;2000;NA;NA;NA;250;CH;10;0.2;1
infofauna:18469;infofauna;COLEca;18469;Zabrus tenebrioides tenebrioides;3;2000;NA;NA;NA;250;CH;10;0.2;1
infoflora:67900;infoflora;TRAC;67900;Buglossoides arvensis (L.) I. M. Johnst.;;2000;NA;NA;NA;250;CH;10;0.2;1
infoflora:68200;infoflora;TRAC;68200;Bunias erucago L.;2;2000;NA;NA;NA;250;CH;10;0.2;1
vogelwarte:3370;vogelwarte;AVES;3370;Jynx torquilla Linnaeus, 1758;1;2000;NA;NA;NA;250;CH;12;0.2;1
nism:490;nism;BRYO;490;Acaulon muticum (Hedw.) Müll.Hal.;2;2000;NA;NA;NA;250;CH;12;1;1
